discipline,hot_station_waiting_time,normal_mean_waiting_time,max_min_ratio,jain_fairness_index,seeds
exhaustive,11.116900888355323,11.762368971888321,1.0860111286387346,0.9994404868585836,3
limited,55.33523367408814,19.48291438191131,3.0254693558888923,0.8207784311590226,3
