discipline,mean_relative_error_percent,median_relative_error_percent,max_relative_error_percent,scenarios
exhaustive,1.0544640577264206,0.93285202094463,5.26566182838521,42
limited,1.972366218957497,1.69447367190756,15.00288244121134,42
