discipline,seed,hot_station_waiting_time,normal_mean_waiting_time,max_min_ratio,jain_fairness_index
exhaustive,1,11.239405520863398,11.712636802712943,1.072644817866224,0.9994866235015686
exhaustive,2,11.17489631223718,11.912648678743723,1.0839444395688942,0.9993836043099403
exhaustive,3,10.93640083196539,11.6618214342083,1.1014441284810859,0.9994512327642415
limited,1,57.333552072701366,19.16547915833022,3.142083557408784,0.8007694351478969
limited,2,57.44357752562337,19.862749372279655,3.1462685913681177,0.8133670689293541
limited,3,51.2285714239397,19.420514615124056,2.7880559188897753,0.8481987893998172
